2026-06-05 16:00:20,640 INFO  [Main] Loaded properties from r2rml.properties
2026-06-05 16:00:21,589 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#hasClusterGeometry
2026-06-05 16:00:21,589 INFO  [Parser] Added object column and template from column: cluster_geometry
2026-06-05 16:00:21,589 INFO  [Parser] Predicate is: http://purl.org/dc/terms/identifier
2026-06-05 16:00:21,589 INFO  [Parser] Added object column and template from column: uuid_cluster
2026-06-05 16:00:21,589 INFO  [Parser] Found datatype xsd:string
2026-06-05 16:00:21,589 INFO  [Parser] Predicate is: http://www.w3.org/2004/02/skos/core#relatedMatch
2026-06-05 16:00:21,589 INFO  [Parser] Added object column and template from column: uri_related
2026-06-05 16:00:21,589 INFO  [Parser] Found rr:termType IRI
2026-06-05 16:00:21,589 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#jwPerAvg
2026-06-05 16:00:21,589 INFO  [Parser] Added object column and template from column: jw_per_avg
2026-06-05 16:00:21,589 INFO  [Parser] Found datatype xsd:float
2026-06-05 16:00:21,590 INFO  [Parser] Predicate is: http://www.w3.org/2006/time#hasBeginning
2026-06-05 16:00:21,590 INFO  [Parser] Added object column and template from column: beginning_year
2026-06-05 16:00:21,590 INFO  [Parser] Found datatype xsd:integer
2026-06-05 16:00:21,590 INFO  [Parser] Predicate is: http://www.w3.org/2000/01/rdf-schema#label
2026-06-05 16:00:21,590 INFO  [Parser] Added object column and template from column: per_cluster
2026-06-05 16:00:21,590 INFO  [Parser] Found datatype xsd:string
2026-06-05 16:00:21,590 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#hasAddressGeometry
2026-06-05 16:00:21,590 INFO  [Parser] Added object column and template from column: address_geometry
2026-06-05 16:00:21,590 INFO  [Parser] Predicate is: http://www.w3.org/2006/time#hasEnd
2026-06-05 16:00:21,590 INFO  [Parser] Added object column and template from column: end_year
2026-06-05 16:00:21,590 INFO  [Parser] Found datatype xsd:integer
2026-06-05 16:00:21,590 INFO  [Parser] Predicate is: http://purl.org/dc/terms/title
2026-06-05 16:00:21,590 INFO  [Parser] Added object column and template from column: cluster_rank
2026-06-05 16:00:21,590 INFO  [Parser] Found datatype xsd:integer
2026-06-05 16:00:21,590 INFO  [Parser] Predicate is: http://www.w3.org/2000/01/rdf-schema#seeAlso
2026-06-05 16:00:21,590 INFO  [Parser] Added object column and template from column: uri_seealso
2026-06-05 16:00:21,590 INFO  [Parser] Found rr:termType IRI
2026-06-05 16:00:21,590 INFO  [Parser] Predicate is: http://www.w3.org/2004/02/skos/core#closeMatch
2026-06-05 16:00:21,591 INFO  [Parser] Added object column and template from column: uri_close
2026-06-05 16:00:21,591 INFO  [Parser] Found rr:termType IRI
2026-06-05 16:00:21,591 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#voie
2026-06-05 16:00:21,591 INFO  [Parser] Added object column and template from column: addr_name_cluster
2026-06-05 16:00:21,591 INFO  [Parser] Found datatype xsd:string
2026-06-05 16:00:21,591 INFO  [Parser] Predicate is: http://www.w3.org/2004/02/skos/core#exactMatch
2026-06-05 16:00:21,591 INFO  [Parser] Added object column and template from column: uri_exact
2026-06-05 16:00:21,591 INFO  [Parser] Found rr:termType IRI
2026-06-05 16:00:21,591 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#jwActAvg
2026-06-05 16:00:21,591 INFO  [Parser] Added object column and template from column: jw_act_avg
2026-06-05 16:00:21,591 INFO  [Parser] Found datatype xsd:float
2026-06-05 16:00:21,591 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#numVoie
2026-06-05 16:00:21,591 INFO  [Parser] Added object column and template from column: addr_num_cluster
2026-06-05 16:00:21,591 INFO  [Parser] Found datatype xsd:string
2026-06-05 16:00:21,591 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#address
2026-06-05 16:00:21,591 INFO  [Parser] Added object column and template from column: address_cluster
2026-06-05 16:00:21,591 INFO  [Parser] Found datatype xsd:string
2026-06-05 16:00:21,591 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#clusterType
2026-06-05 16:00:21,591 INFO  [Parser] Added object column and template from column: cluster_type
2026-06-05 16:00:21,591 INFO  [Parser] Found datatype xsd:string
2026-06-05 16:00:21,592 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#activity
2026-06-05 16:00:21,592 INFO  [Parser] Added object column and template from column: act_cluster
2026-06-05 16:00:21,592 INFO  [Parser] Found datatype xsd:string
2026-06-05 16:00:21,592 INFO  [Parser] Predicate is: http://data.soduco.fr/def/annuaire#timeDensity
2026-06-05 16:00:21,592 INFO  [Parser] Added object column and template from column: time_density
2026-06-05 16:00:21,592 INFO  [Parser] Found datatype xsd:float
2026-06-05 16:00:21,592 INFO  [Parser] Processing subject map for: <http://rdf.geohistoricaldata.org/id/ephemer/#lien_cluster_points>
2026-06-05 16:00:21,592 INFO  [Parser] Processing predicate object maps for: <http://rdf.geohistoricaldata.org/id/ephemer/#lien_cluster_points>
2026-06-05 16:00:21,592 INFO  [Parser] Predicate is: http://www.w3.org/ns/prov#wasDerivedFrom
2026-06-05 16:00:21,592 INFO  [Parser] Processing object map template: http://data.soduco.fr/id/entry/{uuid}
2026-06-05 16:00:21,592 INFO  [Parser] Logical table mappings will be parsed in the following order:
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#Entry
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#cluster
2026-06-05 16:00:21,592 INFO  [Parser]  Table mapping uri: http://rdf.geohistoricaldata.org/id/ephemer/#lien_cluster_points
